,name,studio,series,combo,link
0,Man,Marvel,06 - Hobie Brown,(Marvel)(06 - Hobie Brown),Man (Marvel)(06 - Hobie Brown)
0,Man,Marvel,07 - Miles Morales,(Marvel)(07 - Miles Morales),Man (Marvel)(07 - Miles Morales)
0,Man,Marvel,100th Anniversary,(Marvel)(100th Anniversary),Man (Marvel)(100th Anniversary)
0,Man,Marvel,2099 Timestorm,(Marvel)(2099 Timestorm),Man (Marvel)(2099 Timestorm)
0,Man,Marvel,2099,(Marvel)(2099),Man (Marvel)(2099)
0,Man,Marvel,2099,(Marvel)(2099),Man (Marvel)(2099)
0,Man,Marvel,2099,(Marvel)(2099),Man (Marvel)(2099)
0,Man,Marvel,2211,(Marvel)(2211),Man (Marvel)(2211)
0,Man,Marvel,,(Marvel),Man (Marvel)
0,Man,Marvel,Adventures,(Marvel)(Adventures),Man (Marvel)(Adventures)
0,Man,Marvel,Age of X,(Marvel)(Age of X),Man (Marvel)(Age of X)
0,Man,Marvel,Animated,(Marvel)(Animated),Man (Marvel)(Animated)
0,Man,Marvel,Bullet Points,(Marvel)(Bullet Points),Man (Marvel)(Bullet Points)
0,Man,Marvel,Civil War,(Marvel)(Civil War),Man (Marvel)(Civil War)
0,Man,Marvel,Contest of Champions,(Marvel)(Contest of Champions),Man (Marvel)(Contest of Champions)
0,Man,Marvel,Dark Avengers,(Marvel)(Dark Avengers),Man (Marvel)(Dark Avengers)
0,Man,Marvel,Days of Future Now,(Marvel)(Days of Future Now),Man (Marvel)(Days of Future Now)
0,Man,Marvel,Earth 9997 - Earth X,(Marvel)(Earth 9997 - Earth X),Man (Marvel)(Earth 9997 - Earth X)
0,Man,Marvel,Earth-11983,(Marvel)(Earth-11983),Man (Marvel)(Earth-11983)
0,Man,Marvel,Earth-12101,(Marvel)(Earth-12101),Man (Marvel)(Earth-12101)
0,Man,Marvel,Earth-15312,(Marvel)(Earth-15312),Man (Marvel)(Earth-15312)
0,Man,Marvel,Earth-1983,(Marvel)(Earth-1983),Man (Marvel)(Earth-1983)
0,Man,Marvel,Earth-2818,(Marvel)(Earth-2818),Man (Marvel)(Earth-2818)
0,Man,Marvel,Earth-2841,(Marvel)(Earth-2841),Man (Marvel)(Earth-2841)
0,Man,Marvel,Earth-307,(Marvel)(Earth-307),Man (Marvel)(Earth-307)
0,Man,Marvel,Earth-312500,(Marvel)(Earth-312500),Man (Marvel)(Earth-312500)
0,Man,Marvel,Earth-31913,(Marvel)(Earth-31913),Man (Marvel)(Earth-31913)
0,Man,Marvel,Earth-37072,(Marvel)(Earth-37072),Man (Marvel)(Earth-37072)
0,Man,Marvel,Earth-4400,(Marvel)(Earth-4400),Man (Marvel)(Earth-4400)
0,Man,Marvel,Earth-449,(Marvel)(Earth-449),Man (Marvel)(Earth-449)
0,Man,Marvel,Earth-666 - Undead,(Marvel)(Earth-666 - Undead),Man (Marvel)(Earth-666 - Undead)
0,Man,Marvel,Earth-67,(Marvel)(Earth-67),Man (Marvel)(Earth-67)
0,Man,Marvel,Earth-70237,(Marvel)(Earth-70237),Man (Marvel)(Earth-70237)
0,Man,Marvel,Earth-772,(Marvel)(Earth-772),Man (Marvel)(Earth-772)
0,Man,Marvel,Earth-8,(Marvel)(Earth-8),Man (Marvel)(Earth-8)
0,Man,Marvel,Earth-80219,(Marvel)(Earth-80219),Man (Marvel)(Earth-80219)
0,Man,Marvel,Earth-8351,(Marvel)(Earth-8351),Man (Marvel)(Earth-8351)
0,Man,Marvel,Earth-8545,(Marvel)(Earth-8545),Man (Marvel)(Earth-8545)
0,Man,Marvel,Earth-90266,(Marvel)(Earth-90266),Man (Marvel)(Earth-90266)
0,Man,Marvel,,(Marvel),Man (Marvel)
0,Man,Marvel,Earth-92100,(Marvel)(Earth-92100),Man (Marvel)(Earth-92100)
0,Man,Marvel,Earth-94,(Marvel)(Earth-94),Man (Marvel)(Earth-94)
0,Man,Marvel,Earth-96211,(Marvel)(Earth-96211),Man (Marvel)(Earth-96211)
0,Man,Marvel,Earth-96283,(Marvel)(Earth-96283),Man (Marvel)(Earth-96283)
0,Man,Marvel,Earth-98120,(Marvel)(Earth-98120),Man (Marvel)(Earth-98120)
0,Man,Marvel,Earth-9904 - 1950s Avengers,(Marvel)(Earth-9904 - 1950s Avengers),Man (Marvel)(Earth-9904 - 1950s Avengers)
0,Man,Marvel,Earth-9939 - 2020,(Marvel)(Earth-9939 - 2020),Man (Marvel)(Earth-9939 - 2020)
0,Man,Marvel,House of M,(Marvel)(House of M),Man (Marvel)(House of M)
0,Man,Marvel,India,(Marvel)(India),Man (Marvel)(India)
0,Man,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Man (Marvel)(Last Gun on Earth)
0,Man,Marvel,Mangaverse,(Marvel)(Mangaverse),Man (Marvel)(Mangaverse)
0,Man,Marvel,MC2,(Marvel)(MC2),Man (Marvel)(MC2)
0,Man,Marvel,Mighty Defenders,(Marvel)(Mighty Defenders),Man (Marvel)(Mighty Defenders)
0,Man,Marvel,Mini Marvels,(Marvel)(Mini Marvels),Man (Marvel)(Mini Marvels)
0,Man,Marvel,Mitey 'vengers,(Marvel)(Mitey 'vengers),Man (Marvel)(Mitey 'vengers)
0,Man,Marvel,Movies,(Marvel)(Movies),Man (Marvel)(Movies)
0,Man,Marvel,Noir,(Marvel)(Noir),Man (Marvel)(Noir)
0,Man,Marvel,Old Man Logan,(Marvel)(Old Man Logan),Man (Marvel)(Old Man Logan)
0,Man,Marvel,Patton Parnell,(Marvel)(Patton Parnell),Man (Marvel)(Patton Parnell)
0,Man,Marvel,Renew Your Vows,(Marvel)(Renew Your Vows),Man (Marvel)(Renew Your Vows)
0,Man,Marvel,Secret War,(Marvel)(Secret War),Man (Marvel)(Secret War)
0,Man,Marvel,Sho Amano,(Marvel)(Sho Amano),Man (Marvel)(Sho Amano)
0,Man,Marvel,Skrull imposter,(Marvel)(Skrull imposter),Man (Marvel)(Skrull imposter)
0,Man,Marvel,Spider-Island,(Marvel)(Spider-Island),Man (Marvel)(Spider-Island)
0,Man,Marvel,Takuya Yamashiro,(Marvel)(Takuya Yamashiro),Man (Marvel)(Takuya Yamashiro)
0,Man,Marvel,Timeslip,(Marvel)(Timeslip),Man (Marvel)(Timeslip)
0,Man,Marvel,Ultimate cartoon,(Marvel)(Ultimate cartoon),Man (Marvel)(Ultimate cartoon)
0,Man,Marvel,Ultimate,(Marvel)(Ultimate),Man (Marvel)(Ultimate)
0,Man,Marvel,Venomverse,(Marvel)(Venomverse),Man (Marvel)(Venomverse)
0,Man,Marvel,Yu Komori,(Marvel)(Yu Komori),Man (Marvel)(Yu Komori)
0,Man,Marvel,Zombies,(Marvel)(Zombies),Man (Marvel)(Zombies)
0,Man Robot,Marvel,,(Marvel),Man Robot (Marvel)
0,Mobile,Marvel,Earth-53931,(Marvel)(Earth-53931),Mobile (Marvel)(Earth-53931)
0,Monkey,Marvel,Apes,(Marvel)(Apes),Monkey (Marvel)(Apes)
0,Slayer,Marvel,01 - Robot,(Marvel)(01 - Robot),Slayer (Marvel)(01 - Robot)
0,Slayer,Marvel,02 - Alistaire Smythe,(Marvel)(02 - Alistaire Smythe),Slayer (Marvel)(02 - Alistaire Smythe)
0,Slayer,Marvel,House of M,(Marvel)(House of M),Slayer (Marvel)(House of M)
0,Wolf,Marvel,,(Marvel),Wolf (Marvel)
0,Woman,Marvel,01 - Jessica Drew,(Marvel)(01 - Jessica Drew),Woman (Marvel)(01 - Jessica Drew)
0,Woman,Marvel,02 - Julia Carpenter,(Marvel)(02 - Julia Carpenter),Woman (Marvel)(02 - Julia Carpenter)
0,Woman,Marvel,03 - Mattie Franklin,(Marvel)(03 - Mattie Franklin),Woman (Marvel)(03 - Mattie Franklin)
0,Woman,Marvel,04 - Charlotte Witter,(Marvel)(04 - Charlotte Witter),Woman (Marvel)(04 - Charlotte Witter)
0,Woman,Marvel,05 - Veranke,(Marvel)(05 - Veranke),Woman (Marvel)(05 - Veranke)
0,Woman,Marvel,A-Force,(Marvel)(A-Force),Woman (Marvel)(A-Force)
0,Woman,Marvel,A-Force,(Marvel)(A-Force),Woman (Marvel)(A-Force)
0,Woman,Marvel,Adventures,(Marvel)(Adventures),Woman (Marvel)(Adventures)
0,Woman,Marvel,Animated,(Marvel)(Animated),Woman (Marvel)(Animated)
0,Woman,Marvel,Earth-12101,(Marvel)(Earth-12101),Woman (Marvel)(Earth-12101)
0,Woman,Marvel,Earth-1815 - Exiles,(Marvel)(Earth-1815 - Exiles),Woman (Marvel)(Earth-1815 - Exiles)
0,Woman,Marvel,Earth-42777,(Marvel)(Earth-42777),Woman (Marvel)(Earth-42777)
0,Woman,Marvel,Earth-65,(Marvel)(Earth-65),Woman (Marvel)(Earth-65)
0,Woman,Marvel,Earth-8,(Marvel)(Earth-8),Woman (Marvel)(Earth-8)
0,Woman,Marvel,Earth-8545,(Marvel)(Earth-8545),Woman (Marvel)(Earth-8545)
0,Woman,Marvel,Earth-9904 - 1950s Avengers,(Marvel)(Earth-9904 - 1950s Avengers),Woman (Marvel)(Earth-9904 - 1950s Avengers)
0,Woman,Marvel,Earth-9939 - 2020,(Marvel)(Earth-9939 - 2020),Woman (Marvel)(Earth-9939 - 2020)
0,Woman,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Woman (Marvel)(Last Gun on Earth)
0,Woman,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Woman (Marvel)(Last Gun on Earth)
0,Woman,Marvel,Mangaverse,(Marvel)(Mangaverse),Woman (Marvel)(Mangaverse)
0,Woman,Marvel,Mitey 'vengers,(Marvel)(Mitey 'vengers),Woman (Marvel)(Mitey 'vengers)
0,Woman,Marvel,Ultimate,(Marvel)(Ultimate),Woman (Marvel)(Ultimate)
0,Woman,Marvel,Zombies,(Marvel)(Zombies),Woman (Marvel)(Zombies)
0,Spike,Marvel,,(Marvel),Spike (Marvel)
0,Spike,Marvel,01 - Darian Elliot,(Marvel)(01 - Darian Elliot),Spike (Marvel)(01 - Darian Elliot)
0,Spike,Marvel,02 - mutant,(Marvel)(02 - mutant),Spike (Marvel)(02 - mutant)
0,Spike,Marvel,03 - Avengers AI,(Marvel)(03 - Avengers AI),Spike (Marvel)(03 - Avengers AI)
0,Spike,Marvel,04 - Deviant,(Marvel)(04 - Deviant),Spike (Marvel)(04 - Deviant)
0,Spinner,Marvel,01 - Freedom Force,(Marvel)(01 - Freedom Force),Spinner (Marvel)(01 - Freedom Force)
0,Spinner,Marvel,02,(Marvel)(02),Spinner (Marvel)(02)
0,Spinnerette,Marvel,,(Marvel),Spinnerette (Marvel)
0,Damian Spinrad,Marvel,,(Marvel),Damian Spinrad (Marvel)
0,Spiral,Marvel,,(Marvel),Spiral (Marvel)
0,Spiral,Marvel,Animated,(Marvel)(Animated),Spiral (Marvel)(Animated)
0,Spiral,Marvel,Ultimate,(Marvel)(Ultimate),Spiral (Marvel)(Ultimate)
0,Spiral,Marvel,Venomverse,(Marvel)(Venomverse),Spiral (Marvel)(Venomverse)
0,Spiralpool,Marvel,Deadpool Kills,(Marvel)(Deadpool Kills),Spiralpool (Marvel)(Deadpool Kills)
0,Spirit,Marvel,,(Marvel),Spirit (Marvel)
0,Spirit Drinker,Marvel,Animated,(Marvel)(Animated),Spirit Drinker (Marvel)(Animated)
0,76,Marvel,,(Marvel),76 (Marvel)
0,Spirit of the Jewel,Marvel,,(Marvel),Spirit of the Jewel (Marvel)
0,Spirit Of Vengeance,Marvel,Wileaydus Auctolycus,(Marvel)(Wileaydus Auctolycus),Spirit Of Vengeance (Marvel)(Wileaydus Auctolycus)
0,Spitfire,Marvel,,(Marvel),Spitfire (Marvel)
0,Spitfire,Marvel,Exiles - Jenny Swenson,(Marvel)(Exiles - Jenny Swenson),Spitfire (Marvel)(Exiles - Jenny Swenson)
0,Spitfire,Marvel,Zombies,(Marvel)(Zombies),Spitfire (Marvel)(Zombies)
0,Split Second,Marvel,,(Marvel),Split Second (Marvel)
0,Sponge,Marvel,,(Marvel),Sponge (Marvel)
0,Sponge,Marvel,New Universe,(Marvel)(New Universe),Sponge (Marvel)(New Universe)
0,Spook,Marvel,,(Marvel),Spook (Marvel)
0,Spoor,Marvel,,(Marvel),Spoor (Marvel)
0,Spore,Marvel,,(Marvel),Spore (Marvel)
0,Sporr,Marvel,01 - mutated amoeba,(Marvel)(01 - mutated amoeba),Sporr (Marvel)(01 - mutated amoeba)
0,Sporr,Marvel,02 - Genetix,(Marvel)(02 - Genetix),Sporr (Marvel)(02 - Genetix)
0,Sporr,Marvel,03 - Inhuman,(Marvel)(03 - Inhuman),Sporr (Marvel)(03 - Inhuman)
0,Sporr,Marvel,04-Fomalhauti,(Marvel)(04-Fomalhauti),Sporr (Marvel)(04-Fomalhauti)
0,Spot,Marvel,,(Marvel),Spot (Marvel)
0,Spot,Marvel,Renew,(Marvel)(Renew),Spot (Marvel)(Renew)
0,Spot,Marvel,Ultimate,(Marvel)(Ultimate),Spot (Marvel)(Ultimate)
0,Spotted Cat,Marvel,Spider-Man J,(Marvel)(Spider-Man J),Spotted Cat (Marvel)(Spider-Man J)
0,Spratt,Marvel,,(Marvel),Spratt (Marvel)
0,Spring,Marvel,,(Marvel),Spring (Marvel)
0,Tessa Springfield,Marvel,,(Marvel),Tessa Springfield (Marvel)
0,Sprint,Marvel,,(Marvel),Sprint (Marvel)
0,Sprite,Marvel,01 - Eternals,(Marvel)(01 - Eternals),Sprite (Marvel)(01 - Eternals)
0,Sprite,Marvel,02 - Kitty Pryde,(Marvel)(02 - Kitty Pryde),Sprite (Marvel)(02 - Kitty Pryde)
0,Sprite,Marvel,03 - Jia Jing,(Marvel)(03 - Jia Jing),Sprite (Marvel)(03 - Jia Jing)
0,Sprite,Marvel,Skrull imposter,(Marvel)(Skrull imposter),Sprite (Marvel)(Skrull imposter)
0,Sprocket,Marvel,,(Marvel),Sprocket (Marvel)
0,Spunkmeyer,Marvel,Ultimate,(Marvel)(Ultimate),Spunkmeyer (Marvel)(Ultimate)
0,Sputnik,Marvel,,(Marvel),Sputnik (Marvel)
0,Spyder,Marvel,,(Marvel),Spyder (Marvel)
0,Spymaster,Marvel,01 - Unrevealed,(Marvel)(01 - Unrevealed),Spymaster (Marvel)(01 - Unrevealed)
0,Spymaster,Marvel,02 - Nathan Lemon,(Marvel)(02 - Nathan Lemon),Spymaster (Marvel)(02 - Nathan Lemon)
0,Spymaster,Marvel,03 - Sinclair Abbot,(Marvel)(03 - Sinclair Abbot),Spymaster (Marvel)(03 - Sinclair Abbot)
0,Spyne,Marvel,,(Marvel),Spyne (Marvel)
0,Spyne,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Spyne (Marvel)(Age of Apocalypse)
0,Squid,Marvel,,(Marvel),Squid (Marvel)
0,Squid,Marvel,,(Marvel),Squid (Marvel)
0,Squidboy,Marvel,,(Marvel),Squidboy (Marvel)
0,Squidface,Marvel,,(Marvel),Squidface (Marvel)
0,Squirrel Earl,Marvel,Spider-Gwen,(Marvel)(Spider-Gwen),Squirrel Earl (Marvel)(Spider-Gwen)
0,Squirrel Girl,Marvel,,(Marvel),Squirrel Girl (Marvel)
0,Squirrel Girl,Marvel,A-Force,(Marvel)(A-Force),Squirrel Girl (Marvel)(A-Force)
0,Squirrel Girl,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Squirrel Girl (Marvel)(Last Gun on Earth)
0,Squirrel Girl,Marvel,Zombies,(Marvel)(Zombies),Squirrel Girl (Marvel)(Zombies)
0,Croix,Marvel,,(Marvel),Croix (Marvel)
0,Croix,Marvel,,(Marvel),Croix (Marvel)
0,George,Marvel,,(Marvel),George (Marvel)
0,Gabriel Stacy,Marvel,,(Marvel),Gabriel Stacy (Marvel)
0,Stacy,Marvel,,(Marvel),Stacy (Marvel)
0,Sarah Stacy,Marvel,,(Marvel),Sarah Stacy (Marvel)
0,George Stacy,Marvel,Adventures,(Marvel)(Adventures),George Stacy (Marvel)(Adventures)
0,Gwen Stacy,Marvel,Adventures,(Marvel)(Adventures),Gwen Stacy (Marvel)(Adventures)
0,Gwen Stacy,Marvel,Age Of Apocalypse,(Marvel)(Age Of Apocalypse),Gwen Stacy (Marvel)(Age Of Apocalypse)
0,George Stacy,Marvel,House of M,(Marvel)(House of M),George Stacy (Marvel)(House of M)
0,Stacy,Marvel,House of M,(Marvel)(House of M),Stacy (Marvel)(House of M)
0,Gwen Stacy,Marvel,Mutant X,(Marvel)(Mutant X),Gwen Stacy (Marvel)(Mutant X)
0,Gwen Maxine Stacy,Marvel,Ultimate,(Marvel)(Ultimate),Gwen Maxine Stacy (Marvel)(Ultimate)
0,John Stacy,Marvel,Ultimate,(Marvel)(Ultimate),John Stacy (Marvel)(Ultimate)
0,Stacy,Marvel,Zombies,(Marvel)(Zombies),Stacy (Marvel)(Zombies)
0,Stacy X,Marvel,,(Marvel),Stacy X (Marvel)
0,Stacy X,Marvel,Ultimate,(Marvel)(Ultimate),Stacy X (Marvel)(Ultimate)
0,Stafford,Marvel,,(Marvel),Stafford (Marvel)
0,Eben Stafford,Marvel,,(Marvel),Eben Stafford (Marvel)
0,Stalker,Marvel,,(Marvel),Stalker (Marvel)
0,Obadiah Stane,Marvel,,(Marvel),Obadiah Stane (Marvel)
0,Loni Stane,Marvel,Earth-55921,(Marvel)(Earth-55921),Loni Stane (Marvel)(Earth-55921)
0,Obadiah Stane,Marvel,Earth-55921,(Marvel)(Earth-55921),Obadiah Stane (Marvel)(Earth-55921)
0,Zebediah Stane,Marvel,Earth-55921,(Marvel)(Earth-55921),Zebediah Stane (Marvel)(Earth-55921)
0,Obadiah Stane,Marvel,Movies,(Marvel)(Movies),Obadiah Stane (Marvel)(Movies)
0,Monica Staphos,Marvel,,(Marvel),Monica Staphos (Marvel)
0,Star,Marvel,,(Marvel),Star (Marvel)
0,Star Brand,Marvel,Earth-2420,(Marvel)(Earth-2420),Star Brand (Marvel)(Earth-2420)
0,Star Brand,Marvel,New Universe,(Marvel)(New Universe),Star Brand (Marvel)(New Universe)
0,The Star Child,Marvel,,(Marvel),The Star Child (Marvel)
0,Star Thief,Marvel,,(Marvel),Star Thief (Marvel)
0,Star Thief,Marvel,,(Marvel),Star Thief (Marvel)
0,Star Thief,Marvel,,(Marvel),Star Thief (Marvel)
0,Lord,Marvel,01 - Peter Quill,(Marvel)(01 - Peter Quill),Lord (Marvel)(01 - Peter Quill)
0,Lord,Marvel,02 - Kitty Pryde,(Marvel)(02 - Kitty Pryde),Lord (Marvel)(02 - Kitty Pryde)
0,Lord,Marvel,Age of Ultron,(Marvel)(Age of Ultron),Lord (Marvel)(Age of Ultron)
0,Lord,Marvel,Babies,(Marvel)(Babies),Lord (Marvel)(Babies)
0,Lord,Marvel,Guardians 3000,(Marvel)(Guardians 3000),Lord (Marvel)(Guardians 3000)
0,Lord,Marvel,Infinity Gauntlet,(Marvel)(Infinity Gauntlet),Lord (Marvel)(Infinity Gauntlet)
0,Lord,Marvel,Movies,(Marvel)(Movies),Lord (Marvel)(Movies)
0,Lord,Marvel,Venomverse,(Marvel)(Venomverse),Lord (Marvel)(Venomverse)
0,Stalker,Marvel,01 - Varanus,(Marvel)(01 - Varanus),Stalker (Marvel)(01 - Varanus)
0,Stalker,Marvel,02 - Biawak,(Marvel)(02 - Biawak),Stalker (Marvel)(02 - Biawak)
0,Xanto Starblood,Marvel,,(Marvel),Xanto Starblood (Marvel)
0,Starbolt,Marvel,01,(Marvel)(01),Starbolt (Marvel)(01)
0,Starbolt,Marvel,02,(Marvel)(02),Starbolt (Marvel)(02)
0,Starbolt,Marvel,Age of Apocalypse,(Marvel)(Age of Apocalypse),Starbolt (Marvel)(Age of Apocalypse)
0,Starbolt,Marvel,Animated,(Marvel)(Animated),Starbolt (Marvel)(Animated)
0,Starbrand,Marvel,,(Marvel),Starbrand (Marvel)
0,Starbrand,Marvel,,(Marvel),Starbrand (Marvel)
0,Starbrand,Marvel,Va-Sohn,(Marvel)(Va-Sohn),Starbrand (Marvel)(Va-Sohn)
0,Stardust,Marvel,,(Marvel),Stardust (Marvel)
0,Stardust,Marvel,,(Marvel),Stardust (Marvel)
0,Stare,Marvel,Neo,(Marvel)(Neo),Stare (Marvel)(Neo)
0,Starfox,Marvel,,(Marvel),Starfox (Marvel)
0,Starfox,Marvel,Zombies,(Marvel)(Zombies),Starfox (Marvel)(Zombies)
0,Starglow,Marvel,Earth 8327,(Marvel)(Earth 8327),Starglow (Marvel)(Earth 8327)
0,Starhawk,Marvel,,(Marvel),Starhawk (Marvel)
0,Starhawk,Marvel,Adventures,(Marvel)(Adventures),Starhawk (Marvel)(Adventures)
0,Starhawk,Marvel,Earth-90110 - Cosmic Avengers,(Marvel)(Earth-90110 - Cosmic Avengers),Starhawk (Marvel)(Earth-90110 - Cosmic Avengers)
0,Arno Stark,Marvel,,(Marvel),Arno Stark (Marvel)
0,Stark,Marvel,,(Marvel),Stark (Marvel)
0,Arno Stark,Marvel,,(Marvel),Arno Stark (Marvel)
0,Howard Anthony Walter Stark,Marvel,,(Marvel),Howard Anthony Walter Stark (Marvel)
0,Maria Collins Carbonell Stark,Marvel,,(Marvel),Maria Collins Carbonell Stark (Marvel)
0,Tony Stark,Marvel,1872,(Marvel)(1872),Tony Stark (Marvel)(1872)
0,Tony Stark,Marvel,,(Marvel),Tony Stark (Marvel)
0,Stark,Marvel,Age Of Apocalypse,(Marvel)(Age Of Apocalypse),Stark (Marvel)(Age Of Apocalypse)
0,Stark,Marvel,Age of Ultron,(Marvel)(Age of Ultron),Stark (Marvel)(Age of Ultron)
0,Arno Stark,Marvel,Armor Wars,(Marvel)(Armor Wars),Arno Stark (Marvel)(Armor Wars)
0,Anthony Stark,Marvel,Attilan Rising,(Marvel)(Attilan Rising),Anthony Stark (Marvel)(Attilan Rising)
0,Tony Stark,Marvel,Earth-31117,(Marvel)(Earth-31117),Tony Stark (Marvel)(Earth-31117)
0,Tony Stark,Marvel,Earth-312,(Marvel)(Earth-312),Tony Stark (Marvel)(Earth-312)
0,Tony Stark,Marvel,Earth-3752,(Marvel)(Earth-3752),Tony Stark (Marvel)(Earth-3752)
0,Howard Stark,Marvel,Earth-55921,(Marvel)(Earth-55921),Howard Stark (Marvel)(Earth-55921)
0,Howard Stark,Marvel,House of M,(Marvel)(House of M),Howard Stark (Marvel)(House of M)
0,Tony Stark,Marvel,House of M,(Marvel)(House of M),Tony Stark (Marvel)(House of M)
0,Stark,Marvel,Mangaverse,(Marvel)(Mangaverse),Stark (Marvel)(Mangaverse)
0,Tony Stark,Marvel,MC2,(Marvel)(MC2),Tony Stark (Marvel)(MC2)
0,Tony Stark,Marvel,Mighty Defenders,(Marvel)(Mighty Defenders),Tony Stark (Marvel)(Mighty Defenders)
0,Howard Stark,Marvel,Movies,(Marvel)(Movies),Howard Stark (Marvel)(Movies)
0,Maria Stark,Marvel,Movies,(Marvel)(Movies),Maria Stark (Marvel)(Movies)
0,Stark Sentinel,Marvel,,(Marvel),Stark Sentinel (Marvel)
0,Starlight,Marvel,,(Marvel),Starlight (Marvel)
0,Starlord,Marvel,,(Marvel),Starlord (Marvel)
0,Starr the Slayer,Marvel,,(Marvel),Starr the Slayer (Marvel)
0,Starstreak,Marvel,01 - Katie Power,(Marvel)(01 - Katie Power),Starstreak (Marvel)(01 - Katie Power)
0,Starstreak,Marvel,02 - Julie Power,(Marvel)(02 - Julie Power),Starstreak (Marvel)(02 - Julie Power)
0,Starstruck,Marvel,,(Marvel),Starstruck (Marvel)
0,Stasis,Marvel,,(Marvel),Stasis (Marvel)
0,Static,Marvel,01-Warpies,(Marvel)(01-Warpies),Static (Marvel)(01-Warpies)
0,Static,Marvel,02 - Gianna Esperanza,(Marvel)(02 - Gianna Esperanza),Static (Marvel)(02 - Gianna Esperanza)
0,Static,Marvel,03-Neo,(Marvel)(03-Neo),Static (Marvel)(03-Neo)
0,Stature,Marvel,,(Marvel),Stature (Marvel)
0,Stature,Marvel,Civil War,(Marvel)(Civil War),Stature (Marvel)(Civil War)
0,Stature,Marvel,House of M,(Marvel)(House of M),Stature (Marvel)(House of M)
0,Stature,Marvel,Ultimate,(Marvel)(Ultimate),Stature (Marvel)(Ultimate)
0,Stavros,Marvel,,(Marvel),Stavros (Marvel)
0,Stealth,Marvel,,(Marvel),Stealth (Marvel)
0,Steel,Marvel,,(Marvel),Steel (Marvel)
0,Steel,Marvel,Dragon's Claws,(Marvel)(Dragon's Claws),Steel (Marvel)(Dragon's Claws)
0,Steel Guardian,Marvel,,(Marvel),Steel Guardian (Marvel)
0,Steel Rain,Marvel,,(Marvel),Steel Rain (Marvel)
0,Steel Scarab,Marvel,Spider-Man J,(Marvel)(Spider-Man J),Steel Scarab (Marvel)(Spider-Man J)
0,Steel Wind,Marvel,,(Marvel),Steel Wind (Marvel)
0,Marcy Steele,Marvel,,(Marvel),Marcy Steele (Marvel)
0,Steeljacket,Marvel,,(Marvel),Steeljacket (Marvel)
0,Stegron,Marvel,,(Marvel),Stegron (Marvel)
0,Stegron,Marvel,Adventures,(Marvel)(Adventures),Stegron (Marvel)(Adventures)
0,Chase Stein,Marvel,,(Marvel),Chase Stein (Marvel)
0,Janet Stein,Marvel,,(Marvel),Janet Stein (Marvel)
0,Victor Stein,Marvel,,(Marvel),Victor Stein (Marvel)
0,Chase Stein,Marvel,Zombies,(Marvel)(Zombies),Chase Stein (Marvel)(Zombies)
0,Steinbeck,Marvel,,(Marvel),Steinbeck (Marvel)
0,Stella,Marvel,Spider-Man,(Marvel)(Spider-Man),Stella (Marvel)(Spider-Man)
0,Stem,Marvel,,(Marvel),Stem (Marvel)
0,Stencil,Marvel,,(Marvel),Stencil (Marvel)
0,Stepford Cuckoo,Marvel,Celeste,(Marvel)(Celeste),Stepford Cuckoo (Marvel)(Celeste)
0,Stepford Cuckoo,Marvel,Esme,(Marvel)(Esme),Stepford Cuckoo (Marvel)(Esme)
0,Stepford Cuckoo,Marvel,Irma,(Marvel)(Irma),Stepford Cuckoo (Marvel)(Irma)
0,Stepford Cuckoo,Marvel,Phoebe,(Marvel)(Phoebe),Stepford Cuckoo (Marvel)(Phoebe)
0,Stepford Cuckoo,Marvel,Sophie,(Marvel)(Sophie),Stepford Cuckoo (Marvel)(Sophie)
0,Stepford Cuckoos,Marvel,Esme,(Marvel)(Esme),Stepford Cuckoos (Marvel)(Esme)
0,E is for Extinctio Sterilon,Marvel,,(Marvel),E is for Extinctio Sterilon (Marvel)
0,Sterling,Marvel,,(Marvel),Sterling (Marvel)
0,Sterling,Marvel,Heroes Reborn,(Marvel)(Heroes Reborn),Sterling (Marvel)(Heroes Reborn)
0,Senator Stern,Marvel,Movies,(Marvel)(Movies),Senator Stern (Marvel)(Movies)
0,Samuel Sterns,Marvel,Movies,(Marvel)(Movies),Samuel Sterns (Marvel)(Movies)
0,Samuel Sterns,Marvel,Ultimate,(Marvel)(Ultimate),Samuel Sterns (Marvel)(Ultimate)
0,Mary Stewart,Marvel,,(Marvel),Mary Stewart (Marvel)
0,Abigail Stewart,Marvel,MAX,(Marvel)(MAX),Abigail Stewart (Marvel)(MAX)
0,Stick,Marvel,Ultimate,(Marvel)(Ultimate),Stick (Marvel)(Ultimate)
0,Stiletto,Marvel,,(Marvel),Stiletto (Marvel)
0,Farley Stillwell,Marvel,,(Marvel),Farley Stillwell (Marvel)
0,Shannon Stillwell,Marvel,01 Renew Your Vows,(Marvel)(01 Renew Your Vows),Shannon Stillwell (Marvel)(01 Renew Your Vows)
0,Shannon Stillwell,Marvel,02,(Marvel)(02),Shannon Stillwell (Marvel)(02)
0,Farley Stillwell,Marvel,Adventures,(Marvel)(Adventures),Farley Stillwell (Marvel)(Adventures)
